programId,collegeId,collegeName,slug,city,state,division,conference,coachCount,inferredBaseballWebsiteUrl,sourceType,confidence,selectedSource,allContactUrls,allBioUrls
cmorihv1b0008qth8h0fs6y1x,cmorihv0l0006qth8tj4axfti,College of Charleston,college-of-charleston,Charleston,SC,NCAA_D1,,4,https://cofcsports.com/sports/baseball,COACH_CONTACT_URL,HIGH,https://cofcsports.com/sports/baseball/roster/2026#sidearm-roster-coaches,https://cofcsports.com/sports/baseball/roster/2026#sidearm-roster-coaches | https://cofcsports.com/sports/baseball/roster/2026#sidearm-roster-coaches | https://cofcsports.com/sports/baseball/roster/2026#sidearm-roster-coaches | https://cofcsports.com/sports/baseball/roster/2026#sidearm-roster-coaches,https://cofcsports.com/sports/baseball/roster/coaches/chad-holbrook/1288 | https://cofcsports.com/sports/baseball/roster/coaches/adam-brown/1296 | https://cofcsports.com/sports/baseball/roster/coaches/monte-lee/1362 | https://cofcsports.com/sports/baseball/roster/coaches/will-dorton/1289
cmou6ba3a00ahqtic1dy2e7bu,cmou6ba2k00afqticpp034jhc,Creighton University,creighton-university,Omaha,NE,NCAA_D1,,4,https://gocreighton.com/sports/baseball,COACH_CONTACT_URL,HIGH,https://gocreighton.com/sports/baseball/roster/2026#sidearm-roster-coaches,https://gocreighton.com/sports/baseball/roster/2026#sidearm-roster-coaches | https://gocreighton.com/sports/baseball/roster/2026#sidearm-roster-coaches | https://gocreighton.com/sports/baseball/roster/2026#sidearm-roster-coaches | https://gocreighton.com/sports/baseball/roster/2026#sidearm-roster-coaches,https://gocreighton.com/sports/baseball/roster/coaches/mark-kingston/4387 | https://gocreighton.com/sports/baseball/roster/coaches/billy-mohl/4388 | https://gocreighton.com/sports/baseball/roster/coaches/mike-current/4389 | https://gocreighton.com/sports/baseball/roster/coaches/will-mcgillis/4393
cmou65q68008hqt1on0mn17uq,cmou65q5g008fqt1ovrpzk161,Davidson College,davidson-college,Davidson,NC,NCAA_D1,,4,https://davidsonwildcats.com/sports/baseball,COACH_CONTACT_URL,HIGH,https://davidsonwildcats.com/sports/baseball/roster/2026#sidearm-roster-coaches,https://davidsonwildcats.com/sports/baseball/roster/2026#sidearm-roster-coaches | https://davidsonwildcats.com/sports/baseball/roster/2026#sidearm-roster-coaches | https://davidsonwildcats.com/sports/baseball/roster/2026#sidearm-roster-coaches | https://davidsonwildcats.com/sports/baseball/roster/2026#sidearm-roster-coaches,https://davidsonwildcats.com/sports/baseball/roster/coaches/rucker-taylor/2201 | https://davidsonwildcats.com/sports/baseball/roster/coaches/joe-sheridan/2203 | https://davidsonwildcats.com/sports/baseball/roster/coaches/john--lyonsharrison/2215 | https://davidsonwildcats.com/sports/baseball/roster/coaches/parker-nolan/2206
cmoriruyp000nqtm0g4gkgqwd,cmoriruy1000lqtm0hg80trqj,Duke University,duke-university,Durham,NC,NCAA_D1,,5,https://goduke.com/sports/baseball,COACH_CONTACT_URL,HIGH,https://goduke.com/sports/baseball/roster/2026#sidearm-roster-coaches,https://goduke.com/sports/baseball/roster/2026#sidearm-roster-coaches | https://goduke.com/sports/baseball/roster/2026#sidearm-roster-coaches | https://goduke.com/sports/baseball/roster/2026#sidearm-roster-coaches | https://goduke.com/sports/baseball/roster/2026#sidearm-roster-coaches | https://goduke.com/sports/baseball/roster/2026#sidearm-roster-coaches,https://goduke.com/sports/baseball/roster/coaches/corey-muscara/5274 | https://goduke.com/sports/baseball/roster/coaches/matt-wessinger/5276 | https://goduke.com/sports/baseball/roster/coaches/scott-loiseau/5275 | https://goduke.com/sports/baseball/roster/coaches/sean-fisher/5403 | https://goduke.com/sports/baseball/roster/coaches/will-craig/5277
cmorirv02000qqtm0792m94ry,cmoriruzd000oqtm0np271cox,East Carolina University,east-carolina-university,Greenville,NC,NCAA_D1,,3,https://ecupirates.com/sports/baseball,COACH_CONTACT_URL,HIGH,https://ecupirates.com/sports/baseball/roster/2026#sidearm-roster-coaches,https://ecupirates.com/sports/baseball/roster/2026#sidearm-roster-coaches | https://ecupirates.com/sports/baseball/roster/2026#sidearm-roster-coaches | https://ecupirates.com/sports/baseball/roster/2026#sidearm-roster-coaches,https://ecupirates.com/sports/baseball/roster/coaches/cliff-godwin/4342 | https://ecupirates.com/sports/baseball/roster/coaches/jake-gautreau/4340 | https://ecupirates.com/sports/baseball/roster/coaches/jeff-palumbo/4343
cmou692a7009nqt1gx1fvng63,cmou6929i009lqt1gqrj949vt,Eastern Kentucky University,eastern-kentucky-university,Richmond,KY,NCAA_D1,,4,https://ekusports.com/sports/baseball,COACH_CONTACT_URL,HIGH,https://ekusports.com/sports/baseball/coaches/2026,https://ekusports.com/sports/baseball/coaches/2026 | https://ekusports.com/sports/baseball/coaches/2026 | https://ekusports.com/sports/baseball/coaches/2026 | https://ekusports.com/sports/baseball/coaches/2026,https://ekusports.com/sports/baseball/roster/coaches/jan-weisberg/1790 | https://ekusports.com/sports/baseball/roster/coaches/andrew-stepp/1787 | https://ekusports.com/sports/baseball/roster/coaches/logan-salow/1795 | https://ekusports.com/sports/baseball/roster/coaches/troy-squires/1794
cmou72rea00c5qtt8bv7rh2o3,cmou72rdk00c3qtt8y45siwr2,Elon University,elon-university,Elon,NC,NCAA_D1,,4,https://elonphoenix.com/sports/baseball,COACH_CONTACT_URL,HIGH,https://elonphoenix.com/sports/baseball/coaches/2026,https://elonphoenix.com/sports/baseball/coaches/2026 | https://elonphoenix.com/sports/baseball/coaches/2026 | https://elonphoenix.com/sports/baseball/coaches/2026 | https://elonphoenix.com/sports/baseball/coaches/2026,https://elonphoenix.com/sports/baseball/roster/coaches/mike-kennedy/1575 | https://elonphoenix.com/sports/baseball/roster/coaches/robbie-huffstetler/1576 | https://elonphoenix.com/sports/baseball/roster/coaches/ryan-conroy/1579 | https://elonphoenix.com/sports/baseball/roster/coaches/ryder-giles/1591
cmou57eba007tqtdwnzaxnsg8,cmou57eah007rqtdw819u1kd8,Florida Atlantic University,florida-atlantic-university,Boca Raton,FL,NCAA_D1,,4,https://fausports.com/sports/baseball,COACH_CONTACT_URL,HIGH,https://fausports.com/sports/baseball/roster/2026#sidearm-roster-coaches,https://fausports.com/sports/baseball/roster/2026#sidearm-roster-coaches | https://fausports.com/sports/baseball/roster/2026#sidearm-roster-coaches | https://fausports.com/sports/baseball/roster/2026#sidearm-roster-coaches | https://fausports.com/sports/baseball/roster/2026#sidearm-roster-coaches,https://fausports.com/sports/baseball/roster/coaches/john-mccormack/1735 | https://fausports.com/sports/baseball/roster/coaches/hunter--cooley/1738 | https://fausports.com/sports/baseball/roster/coaches/joey-bellini/1810 | https://fausports.com/sports/baseball/roster/coaches/michael-cleary/1736
cmou692bn009qqt1g825aij0e,cmou692az009oqt1gwyz2tbx3,Florida Gulf Coast University,florida-gulf-coast-university,Fort Myers,FL,NCAA_D1,,4,https://fgcuathletics.com/sports/baseball,COACH_CONTACT_URL,HIGH,https://fgcuathletics.com/sports/baseball/coaches/2026,https://fgcuathletics.com/sports/baseball/coaches/2026 | https://fgcuathletics.com/sports/baseball/coaches/2026 | https://fgcuathletics.com/sports/baseball/coaches/2026 | https://fgcuathletics.com/sports/baseball/coaches/2026,https://fgcuathletics.com/sports/baseball/roster/coaches/dave-tollett/5490 | https://fgcuathletics.com/sports/baseball/roster/coaches/matt-reid/5493 | https://fgcuathletics.com/sports/baseball/roster/coaches/rusty-mckee/5491 | https://fgcuathletics.com/sports/baseball/roster/coaches/steve-mckee/5492
cmosownpr000eqtuok3wn4xee,cmosownp0000cqtuo7ukk8301,Florida State University,florida-state-university,Tallahassee,FL,NCAA_D1,,4,https://seminoles.com/sports/baseball,COACH_CONTACT_URL,HIGH,https://seminoles.com/sports/baseball/roster/2026#sidearm-roster-coaches,https://seminoles.com/sports/baseball/roster/2026#sidearm-roster-coaches | https://seminoles.com/sports/baseball/roster/2026#sidearm-roster-coaches | https://seminoles.com/sports/baseball/roster/2026#sidearm-roster-coaches | https://seminoles.com/sports/baseball/roster/2026#sidearm-roster-coaches,https://seminoles.com/sports/baseball/roster/coaches/link-jarrett/1042 | https://seminoles.com/sports/baseball/roster/coaches/brad-vanderglas/1045 | https://seminoles.com/sports/baseball/roster/coaches/micah-posey/1044 | https://seminoles.com/sports/baseball/roster/coaches/ty-megahee/1043
cmou65q9a008nqt1ohbgyxbpf,cmou65q8l008lqt1ozzkwkjhm,Fordham University,fordham-university,Bronx,NY,NCAA_D1,,3,https://fordhamsports.com/sports/baseball,COACH_CONTACT_URL,HIGH,https://fordhamsports.com/sports/baseball/coaches/2026,https://fordhamsports.com/sports/baseball/coaches/2026 | https://fordhamsports.com/sports/baseball/coaches/2026 | https://fordhamsports.com/sports/baseball/coaches/2026,https://fordhamsports.com/sports/baseball/roster/coaches/kevin-leighton/3104 | https://fordhamsports.com/sports/baseball/roster/coaches/elliot-glynn/3106 | https://fordhamsports.com/sports/baseball/roster/coaches/pat-porter/3105
cmou6tv2500bbqti0uzylvved,cmou6tv1f00b9qti056wd26tx,Gardner-Webb University,gardner-webb-university,Boiling Springs,NC,NCAA_D1,,4,https://gwusports.com/sports/baseball,COACH_CONTACT_URL,HIGH,https://gwusports.com/sports/baseball/coaches,https://gwusports.com/sports/baseball/coaches | https://gwusports.com/sports/baseball/coaches | https://gwusports.com/sports/baseball/coaches | https://gwusports.com/sports/baseball/coaches,https://gwusports.com/sports/baseball/roster/coaches/jim-chester/1224 | https://gwusports.com/sports/baseball/roster/coaches/cam-medic/1225 | https://gwusports.com/sports/baseball/roster/coaches/curtis-robison/1226 | https://gwusports.com/sports/baseball/roster/coaches/tom-cockill/1227
cmou65qaq008qqt1oh4skw4mn,cmou65q9z008oqt1ow67o9q0x,George Mason University,george-mason-university,Fairfax,VA,NCAA_D1,,4,https://gomason.com/sports/baseball,COACH_CONTACT_URL,HIGH,https://gomason.com/sports/baseball/coaches/2026,https://gomason.com/sports/baseball/coaches/2026 | https://gomason.com/sports/baseball/coaches/2026 | https://gomason.com/sports/baseball/coaches/2026 | https://gomason.com/sports/baseball/coaches/2026,https://gomason.com/sports/baseball/roster/coaches/shawn-camp/1657 | https://gomason.com/sports/baseball/roster/coaches/evan-duhon/1660 | https://gomason.com/sports/baseball/roster/coaches/tommy-winterstein/1663 | https://gomason.com/sports/baseball/roster/coaches/tyler-nelin/1662
cmou65qc7008tqt1otrt39c9e,cmou65qbg008rqt1omiz03mq1,George Washington University,george-washington-university,Washington,DC,NCAA_D1,,3,https://gwsports.com/sports/baseball,COACH_CONTACT_URL,HIGH,https://gwsports.com/sports/baseball/roster/2026#sidearm-roster-coaches,https://gwsports.com/sports/baseball/roster/2026#sidearm-roster-coaches | https://gwsports.com/sports/baseball/roster/2026#sidearm-roster-coaches | https://gwsports.com/sports/baseball/roster/2026#sidearm-roster-coaches,https://gwsports.com/sports/baseball/roster/coaches/gregg-ritchie/1183 | https://gwsports.com/sports/baseball/roster/coaches/ramon-garza/1146 | https://gwsports.com/sports/baseball/roster/coaches/tyler-kavanaugh/1073
cmou6ba6000anqticmefr3evw,cmou6ba5c00alqticm9m1ucs0,Georgetown University,georgetown-university,Washington,DC,NCAA_D1,,3,https://guhoyas.com/sports/baseball,COACH_CONTACT_URL,HIGH,https://guhoyas.com/sports/baseball/coaches/2026,https://guhoyas.com/sports/baseball/coaches/2026 | https://guhoyas.com/sports/baseball/coaches/2026 | https://guhoyas.com/sports/baseball/coaches/2026,https://guhoyas.com/sports/baseball/roster/coaches/edwin-thompson/2297 | https://guhoyas.com/sports/baseball/roster/coaches/errol-robinson/2366 | https://guhoyas.com/sports/baseball/roster/coaches/george-capen/2298
cmorirv9s001bqtm0xz16xnel,cmorirv940019qtm0y88vy537,Georgia Tech,georgia-tech,Atlanta,GA,NCAA_D1,,4,https://ramblinwreck.com/sports/m-basebl,COACH_CONTACT_URL,HIGH,https://ramblinwreck.com/sports/m-basebl/roster#sidearm-roster-coaches,https://ramblinwreck.com/sports/m-basebl/roster#sidearm-roster-coaches | https://ramblinwreck.com/sports/m-basebl/roster#sidearm-roster-coaches | https://ramblinwreck.com/sports/m-basebl/roster#sidearm-roster-coaches | https://ramblinwreck.com/sports/m-basebl/roster#sidearm-roster-coaches,
cmorirv4e000zqtm091dbu3g3,cmorirv3o000xqtm0dw9r5xuo,High Point University,high-point-university,High Point,NC,NCAA_D1,,4,https://highpointpanthers.com/sports/baseball,COACH_CONTACT_URL,HIGH,https://highpointpanthers.com/sports/baseball/coaches/2026,https://highpointpanthers.com/sports/baseball/coaches/2026 | https://highpointpanthers.com/sports/baseball/coaches/2026 | https://highpointpanthers.com/sports/baseball/coaches/2026 | https://highpointpanthers.com/sports/baseball/coaches/2026,https://highpointpanthers.com/sports/baseball/roster/coaches/joey-hammond/1831 | https://highpointpanthers.com/sports/baseball/roster/coaches/chris-maness/1833 | https://highpointpanthers.com/sports/baseball/roster/coaches/derek-orndorff/1834 | https://highpointpanthers.com/sports/baseball/roster/coaches/jerry-edwards/1832
cmoss3ue6002tqtaoogo4t1i5,cmoss3ude002rqtaoztf1hdin,Indiana University,indiana-university,Bloomington,IN,NCAA_D1,,4,https://iuhoosiers.com/sports/baseball,COACH_CONTACT_URL,HIGH,https://iuhoosiers.com/sports/baseball/roster/2026#sidearm-roster-coaches,https://iuhoosiers.com/sports/baseball/roster/2026#sidearm-roster-coaches | https://iuhoosiers.com/sports/baseball/roster/2026#sidearm-roster-coaches | https://iuhoosiers.com/sports/baseball/roster/2026#sidearm-roster-coaches | https://iuhoosiers.com/sports/baseball/roster/2026#sidearm-roster-coaches,https://iuhoosiers.com/sports/baseball/roster/coaches/jeff-mercer/4418 | https://iuhoosiers.com/sports/baseball/roster/coaches/denton-sagerman/4264 | https://iuhoosiers.com/sports/baseball/roster/coaches/matt-myers/4420 | https://iuhoosiers.com/sports/baseball/roster/coaches/zach-weatherford/4419
cmou692cy009tqt1gvkh1u2u0,cmou692c9009rqt1gyfzu2me9,Jacksonville University,jacksonville-university,Jacksonville,FL,NCAA_D1,,4,https://judolphins.com/sports/baseball,COACH_CONTACT_URL,HIGH,https://judolphins.com/sports/baseball/coaches/2026,https://judolphins.com/sports/baseball/coaches/2026 | https://judolphins.com/sports/baseball/coaches/2026 | https://judolphins.com/sports/baseball/coaches/2026 | https://judolphins.com/sports/baseball/coaches/2026,https://judolphins.com/sports/baseball/roster/coaches/chris-hayes/1454 | https://judolphins.com/sports/baseball/roster/coaches/casey-kulina/1456 | https://judolphins.com/sports/baseball/roster/coaches/colby-bortles/1455 | https://judolphins.com/sports/baseball/roster/coaches/turner-brown/1457
cmosun06w004wqtlghra8useq,cmosun069004uqtlgldcwzyyz,Kansas State University,kansas-state-university,Manhattan,KS,NCAA_D1,,4,https://www.kstatesports.com/sports/baseball,COACH_CONTACT_URL,HIGH,https://www.kstatesports.com/sports/baseball/roster/2026#sidearm-roster-coaches,https://www.kstatesports.com/sports/baseball/roster/2026#sidearm-roster-coaches | https://www.kstatesports.com/sports/baseball/roster/2026#sidearm-roster-coaches | https://www.kstatesports.com/sports/baseball/roster/2026#sidearm-roster-coaches | https://www.kstatesports.com/sports/baseball/roster/2026#sidearm-roster-coaches,https://www.kstatesports.com/sports/baseball/roster/coaches/pete-hughes/2731 | https://www.kstatesports.com/sports/baseball/roster/coaches/austin-wates/2732 | https://www.kstatesports.com/sports/baseball/roster/coaches/rudy-darrow/2735 | https://www.kstatesports.com/sports/baseball/roster/coaches/thomas-hughes/2734
cmou6tv4y00bhqti0f4aa9zgu,cmou6tv4900bfqti0dl5zm88o,Longwood University,longwood-university,Farmville,VA,NCAA_D1,,3,https://longwoodlancers.com/sports/baseball,COACH_CONTACT_URL,HIGH,https://longwoodlancers.com/sports/baseball/coaches/2026,https://longwoodlancers.com/sports/baseball/coaches/2026 | https://longwoodlancers.com/sports/baseball/coaches/2026 | https://longwoodlancers.com/sports/baseball/coaches/2026,https://longwoodlancers.com/sports/baseball/roster/coaches/ray-noe/1324 | https://longwoodlancers.com/sports/baseball/roster/coaches/eric-miles/1325 | https://longwoodlancers.com/sports/baseball/roster/coaches/harrison-stevens/1335
cmoss3ujo0035qtaocvcas0pr,cmoss3uj00033qtao6edcy6t4,Michigan State University,michigan-state-university,East Lansing,MI,NCAA_D1,,4,https://msuspartans.com/sports/baseball,COACH_CONTACT_URL,HIGH,https://msuspartans.com/sports/baseball/roster/2026#sidearm-roster-coaches,https://msuspartans.com/sports/baseball/roster/2026#sidearm-roster-coaches | https://msuspartans.com/sports/baseball/roster/2026#sidearm-roster-coaches | https://msuspartans.com/sports/baseball/roster/2026#sidearm-roster-coaches | https://msuspartans.com/sports/baseball/roster/2026#sidearm-roster-coaches,https://msuspartans.com/sports/baseball/roster/coaches/jake-boss-jr/1770 | https://msuspartans.com/sports/baseball/roster/coaches/graham-sikes/1771 | https://msuspartans.com/sports/baseball/roster/coaches/mark-van-ameyde/1772 | https://msuspartans.com/sports/baseball/roster/coaches/taylor-grzelakowski/1776
cmou72rfn00c8qtt8hwktn20p,cmou72rez00c6qtt8vg07t3mb,Monmouth University,monmouth-university,West Long Branch,NJ,NCAA_D1,,3,https://monmouthhawks.com/sports/baseball,COACH_CONTACT_URL,HIGH,https://monmouthhawks.com/sports/baseball/coaches/2026,https://monmouthhawks.com/sports/baseball/coaches/2026 | https://monmouthhawks.com/sports/baseball/coaches/2026 | https://monmouthhawks.com/sports/baseball/coaches/2026,https://monmouthhawks.com/sports/baseball/roster/coaches/dean-ehehalt/7992 | https://monmouthhawks.com/sports/baseball/roster/coaches/eric-reardon/8025 | https://monmouthhawks.com/sports/baseball/roster/coaches/trey-stover/8024
cmou72rh100cbqtt8n0exf72o,cmou72rgb00c9qtt82x6a8jc6,North Carolina A&T State University,north-carolina-at-state-university,Greensboro,NC,NCAA_D1,,4,https://ncataggies.com/sports/baseball,COACH_CONTACT_URL,HIGH,https://ncataggies.com/sports/baseball/coaches/2026,https://ncataggies.com/sports/baseball/coaches/2026 | https://ncataggies.com/sports/baseball/coaches/2026 | https://ncataggies.com/sports/baseball/coaches/2026 | https://ncataggies.com/sports/baseball/coaches/2026,https://ncataggies.com/sports/baseball/roster/coaches/ben-hall/739 | https://ncataggies.com/sports/baseball/roster/coaches/billy-funk/742 | https://ncataggies.com/sports/baseball/roster/coaches/nick-detringo/746 | https://ncataggies.com/sports/baseball/roster/coaches/tyson-ellis/745
cmoriruxc000kqtm0j7aburmj,cmoriruwm000iqtm02t4sd889,North Carolina State University,north-carolina-state-university,Raleigh,NC,NCAA_D1,,4,https://gopack.com/sports/baseball,COACH_CONTACT_URL,HIGH,https://gopack.com/sports/baseball/roster/2026#sidearm-roster-coaches,https://gopack.com/sports/baseball/roster/2026#sidearm-roster-coaches | https://gopack.com/sports/baseball/roster/2026#sidearm-roster-coaches | https://gopack.com/sports/baseball/roster/2026#sidearm-roster-coaches | https://gopack.com/sports/baseball/roster/2026#sidearm-roster-coaches,https://gopack.com/sports/baseball/roster/coaches/elliott-avent/5131 | https://gopack.com/sports/baseball/roster/coaches/bo-robinson/5134 | https://gopack.com/sports/baseball/roster/coaches/chris-hart/5132 | https://gopack.com/sports/baseball/roster/coaches/clint-chrysler/5133
cmoss3uno003eqtaonzgvlr9p,cmoss3un1003cqtao6c08qtft,Northwestern University,northwestern-university,Evanston,IL,NCAA_D1,,4,https://nusports.com/sports/baseball,COACH_CONTACT_URL,HIGH,https://nusports.com/sports/baseball/roster#sidearm-roster-coaches,https://nusports.com/sports/baseball/roster#sidearm-roster-coaches | https://nusports.com/sports/baseball/roster#sidearm-roster-coaches | https://nusports.com/sports/baseball/roster#sidearm-roster-coaches | https://nusports.com/sports/baseball/roster#sidearm-roster-coaches,https://nusports.com/sports/baseball/roster/season/2026/staff/ben-greenspan | https://nusports.com/sports/baseball/roster/season/2026/staff/cody-jefferis | https://nusports.com/sports/baseball/roster/season/2026/staff/jason-kelly | https://nusports.com/sports/baseball/roster/season/2026/staff/tyler-rost
