slug,collegeName,highConfidenceAreas,mediumConfidenceAreas,lowConfidenceAreas,writeAreas,matchedCount,writeCount,sourceUrl,writeStatus
new-mexico-state-university,New Mexico State University,Business|Education|Engineering|Management,Accounting|Criminal Justice|Economics|Finance|Information Systems|International Business|Marketing|Physical Therapy|Psychology,Computer Engineering|Kinesiology|Nursing|Public Health|Social Work|Sociology,Business|Education|Engineering|Management|Accounting|Criminal Justice|Economics|Finance|Information Systems|International Business|Marketing|Physical Therapy|Psychology,19,13,https://www.nmsu.edu/academics,WRITTEN
new-york-university,New York University,,Art,,Art,1,1,https://www.nyu.edu,WRITTEN
newberry-college,Newberry College,Business,Communications|Computer Science|Criminal Justice|Education|Music|Nursing|Psychology,Information Technology|Mathematics|Statistics,Business|Communications|Computer Science|Criminal Justice|Education|Music|Nursing|Psychology,11,8,https://www.newberry.edu/academics,WRITTEN
niagara-university,Niagara University,Education,Art|Business|Hospitality|Management|Marketing|Nursing|Statistics,Social Work,Education|Art|Business|Hospitality|Management|Marketing|Nursing|Statistics,9,8,https://www.niagara.edu/academics,WRITTEN
nicholls-state-university,Nicholls State University,Business|Education,Management|Nursing,Biology,Business|Education|Management|Nursing,5,4,https://www.nicholls.edu/academics,WRITTEN
nichols-college,Nichols College,Accounting|Business|Economics|Education|Management|Marketing,Business Analytics|Criminal Justice|English|Entrepreneurship|Finance|History|Political Science|Psychology|Sport Management,Data Analytics|Hospitality|International Business,Accounting|Business|Economics|Education|Management|Marketing|Business Analytics|Criminal Justice|English|Entrepreneurship|Finance|History|Political Science|Psychology|Sport Management,18,15,https://www.nichols.edu/academics,WRITTEN
norfolk-state-university,Norfolk State University,Biology|Business|Chemistry|Communications|Computer Engineering|Computer Science|Cybersecurity|Education|Engineering|History|Management|Mathematics|Music|Physics|Psychology|Public Health|Social Work|Sociology,Biomedical Engineering|Construction Management|Criminal Justice|English|Entrepreneurship|Finance|Graphic Design|Hospitality|Hospitality Management|Human Resources|Information Technology|Journalism|Marketing|Nursing|Nutrition|Performing Arts|Political Science|Pre-Med|Software Engineering|Statistics|Theater,Accounting|Exercise Science,Biology|Business|Chemistry|Communications|Computer Engineering|Computer Science|Cybersecurity|Education|Engineering|History|Management|Mathematics|Music|Physics|Psychology|Public Health|Social Work|Sociology|Biomedical Engineering|Construction Management|Criminal Justice|English|Entrepreneurship|Finance|Graphic Design|Hospitality|Hospitality Management|Human Resources|Information Technology|Journalism|Marketing|Nursing|Nutrition|Performing Arts|Political Science|Pre-Med|Software Engineering|Statistics|Theater,41,39,https://www.nsu.edu/academics,WRITTEN
north-carolina-at-state-university,North Carolina A&T State University,Business|Economics|Education|Engineering|History|Management,Accounting|Agriculture|Animal Science|Biology|Chemistry|Computer Science|English|Health Sciences|Information Technology|Journalism|Mathematics|Mechanical Engineering|Visual Arts,Architecture|Computer Engineering|Construction Management|Criminal Justice|Data Science|Electrical Engineering|Finance|Human Resources|Kinesiology|Literature|Nursing|Physics|Political Science|Psychology|Social Work|Sociology|Theater,Business|Economics|Education|Engineering|History|Management|Accounting|Agriculture|Animal Science|Biology|Chemistry|Computer Science|English|Health Sciences|Information Technology|Journalism|Mathematics|Mechanical Engineering|Visual Arts,36,19,https://www.ncat.edu,WRITTEN
north-carolina-central-university,North Carolina Central University,Business|Education,Criminal Justice|Management|Psychology,Health Sciences|Nursing,Business|Education|Criminal Justice|Management|Psychology,7,5,https://www.nccu.edu/academics,WRITTEN
north-carolina-state-university,North Carolina State University,Education|Entrepreneurship,Accounting|Architecture|Biology,,Education|Entrepreneurship|Accounting|Architecture|Biology,5,5,https://www.ncsu.edu/academics,WRITTEN
north-carolina-wesleyan-university,North Carolina Wesleyan University,Art|Education,Business|Criminal Justice|English|Marketing|Mathematics,Health Sciences,Art|Education|Business|Criminal Justice|English|Marketing|Mathematics,8,7,https://ncwu.edu/academics,WRITTEN
north-central-college,North Central College,,,,,0,0,,NO_WRITABLE_MATCHES
north-central-university,North Central University,Business|Education|Literature|Management,Accounting|Art|Communications|Emergency Management|Finance|History|Marketing|Mathematics|Music|Psychology|Social Work|Sports Management,,Business|Education|Literature|Management|Accounting|Art|Communications|Emergency Management|Finance|History|Marketing|Mathematics|Music|Psychology|Social Work|Sports Management,16,16,https://www.northcentral.edu/academics,WRITTEN
north-greenville-university,North Greenville University,,Business|Education|Entrepreneurship|Marketing|Statistics,Communications|Health Sciences|Theater,Business|Education|Entrepreneurship|Marketing|Statistics,8,5,https://ngu.edu/academics,WRITTEN
north-park-university,North Park University,Art|Business,Accounting|Actuarial Science|Biochemistry|Biology|Biomedical Sciences|Chemistry|Computer Science|Criminal Justice|Education|Health Sciences|Management|Marketing|Music|Nursing|Psychology,Human Resources,Art|Business|Accounting|Actuarial Science|Biochemistry|Biology|Biomedical Sciences|Chemistry|Computer Science|Criminal Justice|Education|Health Sciences|Management|Marketing|Music|Nursing|Psychology,18,17,https://www.northpark.edu/majors,WRITTEN
northeastern-university,Northeastern University,Education|Entrepreneurship,Art|Finance|Health Sciences,Engineering,Education|Entrepreneurship|Art|Finance|Health Sciences,6,5,https://www.northeastern.edu/academics,WRITTEN
northern-illinois-university,Northern Illinois University,Business|Education|Engineering,Health Sciences|Performing Arts,,Business|Education|Engineering|Health Sciences|Performing Arts,5,5,https://www.niu.edu/academics,WRITTEN
northern-kentucky-university,Northern Kentucky University,Education|Human Services,Art|Business,,Education|Human Services|Art|Business,4,4,https://www.nku.edu/academics,WRITTEN
northwestern-state-university,Northwestern State University,Communications,Business,,Communications|Business,2,2,https://www.nsula.edu,WRITTEN
northwestern-university,Northwestern University,Education|Engineering,Art|Communications|Entrepreneurship|History|Journalism|Management|Music,Computer Science|Data Analytics|Mathematics|Performing Arts|Theater,Education|Engineering|Art|Communications|Entrepreneurship|History|Journalism|Management|Music,14,9,https://www.northwestern.edu/academics,WRITTEN
norwich-university,Norwich University,Education,Business|Cybersecurity|History,,Education|Business|Cybersecurity|History,4,4,https://www.norwich.edu/academics,WRITTEN
notre-dame-of-maryland-university,Notre Dame of Maryland University,Business|Education|Nursing|Occupational Therapy,Art|History|Human Resources|Information Technology,,Business|Education|Nursing|Occupational Therapy|Art|History|Human Resources|Information Technology,8,8,https://www.ndm.edu/academics,WRITTEN
oakland-university,Oakland University,Business|Education|Engineering,Art|Computer Science|Cybersecurity|Health Sciences|Human Services|Nursing,,Business|Education|Engineering|Art|Computer Science|Cybersecurity|Health Sciences|Human Services|Nursing,9,9,https://www.oakland.edu/programs,WRITTEN
oberlin-college,Oberlin College,Art|Education|History|Music|Theater,Art History|Biochemistry|Biology|Business|Chemistry|Computer Science|Data Science|Economics|Engineering|English|Environmental Science|Journalism|Literature|Management|Mathematics|Neuroscience|Philosophy|Physics|Psychology|Religion|Sociology,,Art|Education|History|Music|Theater|Art History|Biochemistry|Biology|Business|Chemistry|Computer Science|Data Science|Economics|Engineering|English|Environmental Science|Journalism|Literature|Management|Mathematics|Neuroscience|Philosophy|Physics|Psychology|Religion|Sociology,26,26,https://www.oberlin.edu,WRITTEN
occidental-college,Occidental College,Education,Art|Art History|Biology|Computer Science|Economics|Engineering|History|Kinesiology|Literature|Music|Neuroscience|Philosophy|Physics|Pre-Law|Psychology|Public Health|Sociology,,Education|Art|Art History|Biology|Computer Science|Economics|Engineering|History|Kinesiology|Literature|Music|Neuroscience|Philosophy|Physics|Pre-Law|Psychology|Public Health|Sociology,18,18,https://www.oxy.edu/academics,WRITTEN
oglethorpe-university,Oglethorpe University,Business|History,Art|Education|English,Psychology,Business|History|Art|Education|English,6,5,https://www.oglethorpe.edu/academics,WRITTEN
ohio-northern-university,Ohio Northern University,Accounting|Biology|Business|Education|Engineering|English|History|Management|Mathematics|Music|Philosophy|Psychology,Actuarial Science|Art|Athletic Training|Biochemistry|Biomedical Engineering|Biomedical Sciences|Business Analytics|Chemistry|Civil Engineering|Computer Engineering|Computer Science|Construction Management|Criminal Justice|Cybersecurity|Data Analytics|Economics|Electrical Engineering|Entrepreneurship|Exercise Physiology|Finance|Health Sciences|Human Resources|Marketing|Mechanical Engineering|Neuroscience|Nursing|Occupational Therapy|Physical Therapy|Political Science|Pre-Dentistry|Pre-Law|Pre-Physical Therapy|Public Health|Public Relations|Sociology|Sport Management|Statistics|Strength & Conditioning,Communications|Pre-Med,Accounting|Biology|Business|Education|Engineering|English|History|Management|Mathematics|Music|Philosophy|Psychology|Actuarial Science|Art|Athletic Training|Biochemistry|Biomedical Engineering|Biomedical Sciences|Business Analytics|Chemistry|Civil Engineering|Computer Engineering|Computer Science|Construction Management|Criminal Justice|Cybersecurity|Data Analytics|Economics|Electrical Engineering|Entrepreneurship|Exercise Physiology|Finance|Health Sciences|Human Resources|Marketing|Mechanical Engineering|Neuroscience|Nursing|Occupational Therapy|Physical Therapy|Political Science|Pre-Dentistry|Pre-Law|Pre-Physical Therapy|Public Health|Public Relations|Sociology|Sport Management|Statistics|Strength & Conditioning,52,50,https://www.onu.edu/academics,WRITTEN
ohio-state-university,Ohio State University,Education,,,Education,1,1,https://www.osu.edu/academics,WRITTEN
ohio-university,Ohio University,,Business|Communications|Education|Entrepreneurship,,Business|Communications|Education|Entrepreneurship,4,4,https://www.ohio.edu/academics,WRITTEN
ohio-wesleyan-university,Ohio Wesleyan University,Art|Education|Entrepreneurship,Biology|Business|History|Mathematics,Economics|Psychology,Art|Education|Entrepreneurship|Biology|Business|History|Mathematics,9,7,https://www.owu.edu/academics,WRITTEN
oklahoma-state-university,Oklahoma State University,,,,,0,0,,NO_WRITABLE_MATCHES
old-dominion-university,Old Dominion University,Art|Education,Business|Computer Science|Cybersecurity|Data Science|Engineering|Health Sciences|History|Nursing|Public Health,Emergency Management,Art|Education|Business|Computer Science|Cybersecurity|Data Science|Engineering|Health Sciences|History|Nursing|Public Health,12,11,https://www.odu.edu/academics,WRITTEN
oregon-state-university,Oregon State University,Education,Business,Engineering,Education|Business,3,2,https://oregonstate.edu/academics,WRITTEN
otterbein-university,Otterbein University,Accounting|Actuarial Science|Art|Art History|Biochemistry|Biology|Business|Chemistry|Computer Science|Economics|Education|Engineering|English|Environmental Science|History|Management|Mechanical Engineering|Music|Nursing|Philosophy|Physical Therapy|Physics|Political Science|Pre-Law|Pre-Vet|Psychology|Religion|Sociology,Athletic Training|Business Analytics|Exercise Science|Film Studies|Finance|International Business|Journalism|Language Arts|Literature|Marketing|Mathematics|Nutrition|Occupational Therapy|Pre-Med|Public Health|Public Relations|Sport Management,,Accounting|Actuarial Science|Art|Art History|Biochemistry|Biology|Business|Chemistry|Computer Science|Economics|Education|Engineering|English|Environmental Science|History|Management|Mechanical Engineering|Music|Nursing|Philosophy|Physical Therapy|Physics|Political Science|Pre-Law|Pre-Vet|Psychology|Religion|Sociology|Athletic Training|Business Analytics|Exercise Science|Film Studies|Finance|International Business|Journalism|Language Arts|Literature|Marketing|Mathematics|Nutrition|Occupational Therapy|Pre-Med|Public Health|Public Relations|Sport Management,45,45,https://www.otterbein.edu/academics,WRITTEN
pacific-lutheran-university,Pacific Lutheran University,Actuarial Science|Art|Biochemistry|Biology|Business|Chemistry|Computer Science|Criminal Justice|Data Science|Education|Engineering|English|Environmental Science|Health Sciences|History|Kinesiology|Literature|Music|Nursing|Physics|Pre-Law|Pre-Med|Psychology|Social Work|Statistics,Accounting|Art History|Biomedical Engineering|Communications|Computer Engineering|Cybersecurity|Economics|Film Studies|Finance|Human Resources|Management|Marketing|Mathematics|Philosophy|Physical Therapy|Political Science|Pre-Physical Therapy|Religion|Sociology|Software Engineering|Theater,Athletic Training|Civil Engineering|Electrical Engineering|Entrepreneurship|Hospitality|Journalism|Mechanical Engineering,Actuarial Science|Art|Biochemistry|Biology|Business|Chemistry|Computer Science|Criminal Justice|Data Science|Education|Engineering|English|Environmental Science|Health Sciences|History|Kinesiology|Literature|Music|Nursing|Physics|Pre-Law|Pre-Med|Psychology|Social Work|Statistics|Accounting|Art History|Biomedical Engineering|Communications|Computer Engineering|Cybersecurity|Economics|Film Studies|Finance|Human Resources|Management|Marketing|Mathematics|Philosophy|Physical Therapy|Political Science|Pre-Physical Therapy|Religion|Sociology|Software Engineering|Theater,53,46,https://www.plu.edu/academics,WRITTEN
pacific-university-oregon,Pacific University (Oregon),Athletic Training,Education|Engineering|Kinesiology,Occupational Therapy|Physical Therapy|Pre-Law|Pre-Med|Pre-Pharmacy|Pre-Physical Therapy|Psychology,Athletic Training|Education|Engineering|Kinesiology,11,4,https://www.pacificu.edu/academics,WRITTEN
patrick-and-henry-community-college,Patrick & Henry Community College,Business|Management,Engineering|Entrepreneurship,,Business|Management|Engineering|Entrepreneurship,4,4,https://www.patrickhenry.edu/programs,WRITTEN
penn-state-berks-college,Penn State Berks College,Biology|Business|Education|Engineering|History,Accounting|Biochemistry|Chemistry|Criminal Justice|Cybersecurity|Digital Media|Entrepreneurship|Hospitality|Hospitality Management|Information Technology|Kinesiology|Management|Mechanical Engineering|Nursing|Occupational Therapy|Psychology,Architecture|Communications|Finance|Physics|Political Science,Biology|Business|Education|Engineering|History|Accounting|Biochemistry|Chemistry|Criminal Justice|Cybersecurity|Digital Media|Entrepreneurship|Hospitality|Hospitality Management|Information Technology|Kinesiology|Management|Mechanical Engineering|Nursing|Occupational Therapy|Psychology,26,21,https://www.berks.psu.edu/academics,WRITTEN
penn-state-brandywine,Penn State Brandywine,Business|Education|Entrepreneurship|Psychology,Biology|Cybersecurity|Engineering|English|Information Technology|Management,Communications|Computer Science,Business|Education|Entrepreneurship|Psychology|Biology|Cybersecurity|Engineering|English|Information Technology|Management,12,10,https://www.brandywine.psu.edu/academics,WRITTEN
penn-state-university,Penn State University,Education,Art|Business|Engineering|History,Communications,Education|Art|Business|Engineering|History,6,5,https://www.psu.edu/academics,WRITTEN
penn-state-university-abington,"Penn State University, Abington",,Accounting|Business|Criminal Justice|Education|Engineering|English|Software Engineering,Information Technology,Accounting|Business|Criminal Justice|Education|Engineering|English|Software Engineering,8,7,https://www.abington.psu.edu/academics,WRITTEN
penn-state-university-altoona,"Penn State University, Altoona",Art|Business|Education|Engineering|History,Accounting|Athletic Training|Biology|Communications|Criminal Justice|Cybersecurity|English|Information Technology|Kinesiology|Mechanical Engineering|Nursing|Psychology,,Art|Business|Education|Engineering|History|Accounting|Athletic Training|Biology|Communications|Criminal Justice|Cybersecurity|English|Information Technology|Kinesiology|Mechanical Engineering|Nursing|Psychology,17,17,https://www.altoona.psu.edu/academics,WRITTEN
pennsylvania-college-of-technology,Pennsylvania College of Technology,Accounting|Architecture|Art|Business|Computer Engineering|Education|Emergency Management|Engineering|Graphic Design|Health Sciences|Human Services|Information Technology|Management|Marketing|Nursing,Biomedical Sciences|Civil Engineering|Communications|Construction Management,Environmental Science|Human Resources|Psychology,Accounting|Architecture|Art|Business|Computer Engineering|Education|Emergency Management|Engineering|Graphic Design|Health Sciences|Human Services|Information Technology|Management|Marketing|Nursing|Biomedical Sciences|Civil Engineering|Communications|Construction Management,22,19,https://www.pct.edu/academics,WRITTEN
pennsylvania-state-univ-erie-the-behrend-college,"Pennsylvania State Univ. Erie, the Behrend College",,,,,0,0,,NO_WRITABLE_MATCHES
pepperdine-university,Pepperdine University,Business|Education|Psychology,,,Business|Education|Psychology,3,3,https://www.pepperdine.edu/academics,WRITTEN
pfeiffer-university,Pfeiffer University,Business|Education|Health Administration|Management|Nursing,Accounting|Biochemistry|Biology|English|Exercise Science|Health Sciences|History|Human Resources|Information Systems|Occupational Therapy|Psychology|Religion|Sport Management,,Business|Education|Health Administration|Management|Nursing|Accounting|Biochemistry|Biology|English|Exercise Science|Health Sciences|History|Human Resources|Information Systems|Occupational Therapy|Psychology|Religion|Sport Management,18,18,https://www.Pfeiffer.edu/academics,WRITTEN
piedmont-university,Piedmont University,Art|Biology|Business|Business Analytics|Chemistry|Education,Accounting|Actuarial Science|Athletic Training|Computer Science|Criminal Justice|Graphic Design|Health Sciences|History|Management|Nursing|Nutrition|Religion,Communications|Information Technology,Art|Biology|Business|Business Analytics|Chemistry|Education|Accounting|Actuarial Science|Athletic Training|Computer Science|Criminal Justice|Graphic Design|Health Sciences|History|Management|Nursing|Nutrition|Religion,20,18,https://www.piedmont.edu/academics,WRITTEN
plattsburgh-state-university-of-new-york,Plattsburgh State University of New York,,Art|Environmental Science|Performing Arts,,Art|Environmental Science|Performing Arts,3,3,https://www.plattsburgh.edu/academics,WRITTEN
plymouth-state-university,Plymouth State University,Art,Music,,Art|Music,2,2,https://www.plymouth.edu/programs,WRITTEN
pomona-pitzer-colleges,Pomona-Pitzer Colleges,,,,,0,0,,NO_WRITABLE_MATCHES
prairie-view-am-university,Prairie View A&M University,Business|Education|Nursing,Accounting|Agriculture|Architecture|Biology|Chemistry|Communications|Engineering|Management|Marketing|Nutrition,Computer Engineering|Computer Science|Digital Media|Finance|Human Resources|Kinesiology|Mathematics|Mechanical Engineering|Physics|Psychology|Public Health|Social Work,Business|Education|Nursing|Accounting|Agriculture|Architecture|Biology|Chemistry|Communications|Engineering|Management|Marketing|Nutrition,25,13,https://www.pvamu.edu/academics,WRITTEN
pratt-institute,Pratt Institute,Architecture|Art,Education,,Architecture|Art|Education,3,3,https://www.pratt.edu/academics,WRITTEN
presbyterian-college,Presbyterian College,Biology|Education,Chemistry|English|Psychology,Economics,Biology|Education|Chemistry|English|Psychology,6,5,https://www.presby.edu/academics,WRITTEN
princeton-university,Princeton University,Art|Education,Biology|Chemistry|Computer Science|Engineering|History|Mathematics|Physics,Information Technology|Psychology|Sociology,Art|Education|Biology|Chemistry|Computer Science|Engineering|History|Mathematics|Physics,12,9,https://www.princeton.edu,WRITTEN
principia-college,Principia College,Business|Chemistry|Computer Science|Digital Media|Economics|Education|History|Journalism|Management|Mathematics|Music|Performing Arts|Philosophy|Visual Arts,Information Systems|Political Science|Sociology,Entrepreneurship,Business|Chemistry|Computer Science|Digital Media|Economics|Education|History|Journalism|Management|Mathematics|Music|Performing Arts|Philosophy|Visual Arts|Information Systems|Political Science|Sociology,18,17,https://www.principiacollege.edu/academics,WRITTEN
providence-college,Providence College,Education,Business|History|Social Work,Health Sciences|Nursing,Education|Business|History|Social Work,6,4,https://www.providence.edu/academics,WRITTEN
purchase-college-state-university-of-new-york,"Purchase College, State University of New York",Art|History|Management|Music|Visual Arts,Art History|Biochemistry|Biology|Chemistry|Computer Science|Education|Graphic Design|Mathematics|Media Studies|Performing Arts|Philosophy,Communications|Economics|Journalism|Political Science|Psychology|Sociology,Art|History|Management|Music|Visual Arts|Art History|Biochemistry|Biology|Chemistry|Computer Science|Education|Graphic Design|Mathematics|Media Studies|Performing Arts|Philosophy,22,16,https://www.purchase.edu/academics,WRITTEN
purdue-university,Purdue University,,Education|Engineering,Agriculture|Communications|Entrepreneurship|Human Resources|Information Technology,Education|Engineering,7,2,https://www.purdue.edu/academics,WRITTEN
queens-university-of-charlotte,Queens University of Charlotte,History,Art|Business|Education|Music|Philosophy,Graphic Design,History|Art|Business|Education|Music|Philosophy,7,6,https://www.queens.edu/academics/programs,WRITTEN
quinnipiac-university,Quinnipiac University,Communications|Education|Finance|Health Sciences|Journalism|Marketing|Nursing|Theater|Visual Arts,Accounting|Art|Business|Civil Engineering|Engineering|Information Technology,Mathematics,Communications|Education|Finance|Health Sciences|Journalism|Marketing|Nursing|Theater|Visual Arts|Accounting|Art|Business|Civil Engineering|Engineering|Information Technology,16,15,https://www.qu.edu/academics,WRITTEN
radford-university,Radford University,Accounting|Art|Art History|Athletic Training|Biology|Business|Business Analytics|Chemistry|Computer Science|Criminal Justice|Cybersecurity|Data Analytics|Economics|Education|Engineering|English|Entrepreneurship|Finance|Forensic Science|Graphic Design|Health Sciences|History|Human Resources|Human Services|Information Systems|Management|Marketing|Mathematics|Media Studies|Music|Nursing|Nutrition|Occupational Therapy|Performing Arts|Philosophy|Physical Therapy|Physics|Political Science|Psychology|Public Health|Public Relations|Religion|Respiratory Therapy|Social Work|Sociology|Sport Management|Statistics,Biochemistry|Communications|Exercise Science|Information Technology|International Relations|Journalism|Literature|Pre-Nursing|Software Engineering|Sports Medicine,Biomedical Sciences|Environmental Science|Exercise Physiology|Game Design|Neuroscience,Accounting|Art|Art History|Athletic Training|Biology|Business|Business Analytics|Chemistry|Computer Science|Criminal Justice|Cybersecurity|Data Analytics|Economics|Education|Engineering|English|Entrepreneurship|Finance|Forensic Science|Graphic Design|Health Sciences|History|Human Resources|Human Services|Information Systems|Management|Marketing|Mathematics|Media Studies|Music|Nursing|Nutrition|Occupational Therapy|Performing Arts|Philosophy|Physical Therapy|Physics|Political Science|Psychology|Public Health|Public Relations|Religion|Respiratory Therapy|Social Work|Sociology|Sport Management|Statistics|Biochemistry|Communications|Exercise Science|Information Technology|International Relations|Journalism|Literature|Pre-Nursing|Software Engineering|Sports Medicine,62,57,https://www.radford.edu/programs,WRITTEN
ramapo-college,Ramapo College,Business|Education|Human Services|Nursing,Art|Pre-Med,Visual Arts,Business|Education|Human Services|Nursing|Art|Pre-Med,7,6,https://www.ramapo.edu/academics,WRITTEN
randolph-college,Randolph College,Art|Education|Engineering|History|Physics,Art History|Biology|Business|Chemistry|Computer Science|Criminal Justice|Economics|English|Literature|Mathematics|Philosophy|Pre-Law|Psychology|Sociology,Cybersecurity|Data Science|Environmental Science|Film Studies|Human Services|Information Technology|International Relations|Mechanical Engineering|Political Science|Theater,Art|Education|Engineering|History|Physics|Art History|Biology|Business|Chemistry|Computer Science|Criminal Justice|Economics|English|Literature|Mathematics|Philosophy|Pre-Law|Psychology|Sociology,29,19,https://www.randolphcollege.edu/majors,WRITTEN
randolph-macon-college,Randolph-Macon College,Accounting|Art|Art History|Biochemistry|Biology|Business|Business Analytics|Chemistry|Communications|Computer Science|Data Analytics|Data Science|Digital Media|Economics|Education|Engineering|English|Finance|History|Journalism|Management|Marketing|Mathematics|Music|Neuroscience|Nursing|Philosophy|Physics|Pre-Med|Psychology|Public Health|Social Work|Sociology,Architecture|Biomedical Engineering|Biotechnology|Civil Engineering|Criminal Justice|Cybersecurity|Entrepreneurship|Film Studies|Forensic Science|Graphic Design|Health Sciences|Human Resources|Information Technology|International Relations|Literature|Mechanical Engineering|Media Studies|Physical Therapy|Political Science|Pre-Law|Public Relations|Religion|Statistics|Theater|Urban Planning|Web Development,Electrical Engineering|International Business|Marine Biology|Occupational Therapy|Pre-Dentistry|Pre-Pharmacy|Pre-Physical Therapy|Pre-Vet,Accounting|Art|Art History|Biochemistry|Biology|Business|Business Analytics|Chemistry|Communications|Computer Science|Data Analytics|Data Science|Digital Media|Economics|Education|Engineering|English|Finance|History|Journalism|Management|Marketing|Mathematics|Music|Neuroscience|Nursing|Philosophy|Physics|Pre-Med|Psychology|Public Health|Social Work|Sociology|Architecture|Biomedical Engineering|Biotechnology|Civil Engineering|Criminal Justice|Cybersecurity|Entrepreneurship|Film Studies|Forensic Science|Graphic Design|Health Sciences|Human Resources|Information Technology|International Relations|Literature|Mechanical Engineering|Media Studies|Physical Therapy|Political Science|Pre-Law|Public Relations|Religion|Statistics|Theater|Urban Planning|Web Development,67,59,https://www.rmc.edu,WRITTEN
regent-university,Regent University,Accounting|Business|Business Analytics|Computer Science|Criminal Justice|Cybersecurity|Education|Engineering|English|History|Information Systems|International Relations|Management|Marketing|Mathematics|Nursing|Psychology|Public Administration,Computer Engineering|Finance|Graphic Design|Health Sciences|Human Resources|Journalism|Literature|Religion,Biology|Human Services,Accounting|Business|Business Analytics|Computer Science|Criminal Justice|Cybersecurity|Education|Engineering|English|History|Information Systems|International Relations|Management|Marketing|Mathematics|Nursing|Psychology|Public Administration|Computer Engineering|Finance|Graphic Design|Health Sciences|Human Resources|Journalism|Literature|Religion,28,26,https://www.regent.edu/academics,WRITTEN
regis-college-massachusetts,Regis College (Massachusetts),,,,,0,0,,NO_WRITABLE_MATCHES
reinhardt-university,Reinhardt University,,,,,0,0,,NO_WRITABLE_MATCHES
rensselaer-polytechnic-institute,Rensselaer Polytechnic Institute,Architecture|Business|Engineering|Management,Biochemistry|Biology|Biomedical Engineering|Biotechnology|Business Analytics|Chemistry|Civil Engineering|Computer Science|Data Science|Economics|Education|Electrical Engineering|Environmental Science|Finance|Game Design|Information Technology|Marketing|Mathematics|Mechanical Engineering|Music|Neuroscience|Philosophy|Physics,Data Analytics|Human Resources,Architecture|Business|Engineering|Management|Biochemistry|Biology|Biomedical Engineering|Biotechnology|Business Analytics|Chemistry|Civil Engineering|Computer Science|Data Science|Economics|Education|Electrical Engineering|Environmental Science|Finance|Game Design|Information Technology|Marketing|Mathematics|Mechanical Engineering|Music|Neuroscience|Philosophy|Physics,29,27,https://www.rpi.edu/academics,WRITTEN
rhode-island-college,Rhode Island College,Education,Nursing,Finance,Education|Nursing,3,2,https://www.ric.edu,WRITTEN
rhodes-college,Rhodes College,Information Technology,Accounting|Communications,Human Resources,Information Technology|Accounting|Communications,4,3,https://www.rhodes.edu/academics,WRITTEN
rice-university,Rice University,Business,Architecture|Education|Engineering|Music|Statistics,,Business|Architecture|Education|Engineering|Music|Statistics,6,6,https://www.rice.edu/academics,WRITTEN
rider-university,Rider University,,Communications|Education|Finance|Human Resources|Marketing,Human Services,Communications|Education|Finance|Human Resources|Marketing,6,5,https://www.rider.edu/academics,WRITTEN
ripon-college,Ripon College,Art|Education|English|Music|Nursing|Psychology,Biology|Business|Chemistry|Computer Science|Exercise Science|Health Sciences|History|Management|Mathematics|Neuroscience|Philosophy|Physical Therapy|Physics|Political Science|Pre-Law|Pre-Nursing|Pre-Physical Therapy|Pre-Veterinary Medicine,Art History|Athletic Training|Biochemistry|Criminal Justice|Data Science|Economics|Engineering|Entrepreneurship|Finance|Journalism|Social Work|Sociology|Sports Management,Art|Education|English|Music|Nursing|Psychology|Biology|Business|Chemistry|Computer Science|Exercise Science|Health Sciences|History|Management|Mathematics|Neuroscience|Philosophy|Physical Therapy|Physics|Political Science|Pre-Law|Pre-Nursing|Pre-Physical Therapy|Pre-Veterinary Medicine,37,24,https://www.ripon.edu/academics,WRITTEN
rivier-university,Rivier University,Education,Art|Information Technology,,Education|Art|Information Technology,3,3,https://www.rivier.edu/academics,WRITTEN
rochester-institute-of-technology,Rochester Institute of Technology,Art|Business|Education|Engineering,Architecture|Biotechnology|Entrepreneurship|Game Design|History|Industrial Engineering|Information Technology|Management|Performing Arts|Physics|Software Engineering,Communications|Computer Engineering|Criminal Justice|Cybersecurity|Digital Media|Health Sciences|Hospitality,Art|Business|Education|Engineering|Architecture|Biotechnology|Entrepreneurship|Game Design|History|Industrial Engineering|Information Technology|Management|Performing Arts|Physics|Software Engineering,22,15,https://www.rit.edu/academics,WRITTEN
rockford-university,Rockford University,Art|Business|English,Education|Mathematics|Nursing|Performing Arts,Art History|Communications|Computer Science|Criminal Justice|Human Resources|Information Technology|Kinesiology|Philosophy|Physics|Political Science|Psychology|Social Work|Sociology,Art|Business|English|Education|Mathematics|Nursing|Performing Arts,20,7,https://www.rockford.edu/academics,WRITTEN
roger-williams-university,Roger Williams University,Education|Marketing,Engineering|Graphic Design|History|Mathematics|Visual Arts,Architecture|Biology|Entrepreneurship|Environmental Science|Finance|Forensic Science|Marine Biology|Mechanical Engineering|Psychology,Education|Marketing|Engineering|Graphic Design|History|Mathematics|Visual Arts,16,7,https://www.rwu.edu,WRITTEN
