collegeId,collegeName,collegeSlug,city,state,collegeDivision,programId,programDivision,conference,collegeProgramWebsiteUrl,baseballWebsiteUrl,coachCount,headCoachCount
cmou3bzjh006cqtvo0kcr1a9o,University of South Alabama,university-of-south-alabama,Mobile,AL,,cmou3bzk7006eqtvoq0vt640m,NCAA_D1,Sun Belt,,https://usajaguars.com/sports/baseball,5,1
cmoeilurm0000qtiga2s54ybq,University of South Carolina,university-of-south-carolina,Columbia,SC,,cmoeiluu40002qtig2x8132f9,NCAA_D1,SEC,,https://gamecocksonline.com/sports/baseball/,9,1
cmou57eff0080qtdwllt5e1ya,University of South Florida,university-of-south-florida,Tampa,FL,,cmou57eg60082qtdwkr4v7bz1,NCAA_D1,,,https://gousfbulls.com/sports/baseball,8,1
cmossumrj0040qtpg5nfsfxij,University of Southern California,university-of-southern-california,Los Angeles,CA,,cmossums80042qtpg69u7kaqh,NCAA_D1,,,https://usctrojans.com/sports/baseball,8,1
cmou8252500jrqtfovp5vseq1,University of Southern Indiana,university-of-southern-indiana,Evansville,IN,,cmou8252s00jtqtfo33pxo0o8,NCAA_D1,Ohio Valley,,https://usiscreamingeagles.com/sports/baseball,5,1
cmou3bzky006fqtvotlln2j4q,University of Southern Mississippi,university-of-southern-mississippi,Hattiesburg,MS,,cmou3bzln006hqtvobpo9krgl,NCAA_D1,Sun Belt,,https://southernmiss.com/sports/baseball,6,1
cmrxrdwxt001qqtx0a2ko0tgd,University of St. Thomas,university-of-st-thomas-minnesota,St. Paul,MN,NCAA_D1,cmrxrdwxt001rqtx0d6a23mph,NCAA_D1,,https://tommiesports.com/sports/baseball,https://tommiesports.com/sports/baseball,6,1
cmorirveq001iqtm00tv78mb7,University of Tennessee,university-of-tennessee,Knoxville,TN,,cmorirvfj001kqtm0id88nle9,NCAA_D1,SEC,,https://utsports.com/sports/baseball,7,1
cmou8259h00k6qtfouj8clleo,University of Tennessee at Martin,university-of-tennessee-at-martin,Martin,TN,,cmou825a600k8qtfoffoh32u6,NCAA_D1,Ohio Valley,,https://utmsports.com/sports/baseball,5,1
cmosp9qth002fqtyg9zds0e99,University of Texas,university-of-texas,Austin,TX,,cmosp9qu7002hqtygj0un0afw,NCAA_D1,SEC,,https://texaslonghorns.com/sports/baseball,7,1
cmou8ctml00nuqtloo0hli517,University of Texas Arlington,university-of-texas-arlington,Arlington,TX,,cmou8ctnb00nwqtlox4zfn4op,NCAA_D1,WAC,,https://utamavs.com/sports/baseball,3,1
cmou8ctl700nrqtlo4ao723bv,University of Texas Rio Grande Valley,university-of-texas-rio-grande-valley,Edinburg,TX,,cmou8ctlw00ntqtlo9w0luybv,NCAA_D1,WAC,,https://goutrgv.com/sports/baseball,5,1
cmou57el20089qtdwofatlmue,University of Texas at San Antonio,university-of-texas-at-san-antonio,San Antonio,TX,,cmou57elp008bqtdw5g9tglmv,NCAA_D1,,,https://goutsa.com/sports/baseball,5,1
cmou7skrx00giqtag4g0n7mer,University of Toledo,university-of-toledo,Toledo,OH,,cmou7sksm00gkqtag0c0v789p,NCAA_D1,MAC,,https://utrockets.com/sports/baseball,6,1
cmosun0cp0059qtlgmyvx6gz3,University of Utah,university-of-utah,Salt Lake City,UT,,cmosun0dd005bqtlgtpmduubv,NCAA_D1,,,https://utahutes.com/sports/baseball,5,1
cmorirvj4001rqtm0u610tmnb,University of Virginia,university-of-virginia,Charlottesville,VA,,cmorirvju001tqtm0jenypf9l,NCAA_D1,,,https://virginiasports.com/sports/baseball,9,1
cmossumua0046qtpg7kokmi2a,University of Washington,university-of-washington,Seattle,WA,,cmossumuy0048qtpgu11ho5mb,NCAA_D1,,,https://gohuskies.com/sports/baseball,7,1
cmou692js00a6qt1g8npxqitj,University of West Georgia,university-of-west-georgia,Carrollton,GA,,cmou692kj00a8qt1gh5k57wkp,NCAA_D1,,,https://uwgathletics.com/sports/baseball,3,1
cmou7aqlg00drqt444d9q0hb5,University of Wisconsin Milwaukee,university-of-wisconsin-milwaukee,Milwaukee,WI,,cmou7aqm700dtqt44ajyx2t5y,NCAA_D1,Horizon League,,https://mkepanthers.com/sports/baseball,5,1
cmou87s3r00lrqt8ol2e0mlz0,University of the Incarnate Word,university-of-the-incarnate-word,San Antonio,TX,,cmou87s4q00ltqt8ol7kpdfod,NCAA_D1,Southland,,https://uiwcardinals.com/sports/baseball,5,1
cmou8eaho00p0qt6sjg4451ea,University of the Pacific,university-of-the-pacific,Stockton,CA,,cmou8eaid00p2qt6s4lh0kz0w,NCAA_D1,West Coast Conference,,https://pacifictigers.com/sports/baseball,5,1
cmou8cttf00o9qtlojvw16fv0,Utah Tech University,utah-tech-university,St. George,UT,,cmou8ctup00obqtlocox98axm,NCAA_D1,WAC,,https://utahtechtrailblazers.com/sports/baseball,5,1
cmou8ctqr00o3qtlo8m1mrgsb,Utah Valley University,utah-valley-university,Orem,UT,,cmou8ctrg00o5qtlotwjluukr,NCAA_D1,WAC,,https://gouvu.com/sports/baseball,8,1
cmou7wkn100huqt5sh5w0xwo6,Valparaiso University,valparaiso-university,Valparaiso,IN,,cmou7wknu00hwqt5s4p8s9zzz,NCAA_D1,Missouri Valley,,https://valpoathletics.com/sports/baseball,4,1
cmorirvg7001lqtm0c5s97k3m,Vanderbilt University,vanderbilt-university,Nashville,TN,,cmorirvgy001nqtm003uf21dj,NCAA_D1,SEC,,https://vucommodores.com/sports/baseball,9,1
cmou6bacb00b0qtickdtwuqln,Villanova University,villanova-university,Villanova,PA,,cmou6bacz00b2qtic8lqoxe2q,NCAA_D1,,,https://villanova.com/sports/baseball,4,1
cmou65qk50099qt1olu75tu27,Virginia Commonwealth University,virginia-commonwealth-university,Richmond,VA,,cmou65qkx009bqt1o72evz4o4,NCAA_D1,,,https://vcuathletics.com/sports/baseball,8,1
cmou869zc00lcqtjkf80ewntk,Virginia Military Institute,virginia-military-institute,Lexington,VA,,cmou86a0000leqtjkppsxjgb6,NCAA_D1,SoCon,,https://vmikeydets.com/sports/baseball,5,1
cmorirvkj001uqtm0xddfcy1n,Virginia Tech,virginia-tech,Blacksburg,VA,,cmorirvl8001wqtm0fnifyxse,NCAA_D1,,,https://hokiesports.com/sports/baseball,7,1
cmou7zwjn00jlqt18mlkrxann,Wagner College,wagner-college,Staten Island,NY,,cmou7zwke00jnqt184bufb4dq,NCAA_D1,Northeast Conference,,https://wagnerathletics.com/sports/baseball,6,1
cmorirv2b000uqtm0d0xcn8m3,Wake Forest University,wake-forest-university,Winston-Salem,NC,,cmorirv2z000wqtm0syj9sq1f,NCAA_D1,,,https://godeacs.com/sports/baseball,6,1
cmou3xrnk007cqt5s6uwa48hy,Washington State University,washington-state-university,Pullman,WA,,cmou3xro6007eqt5s92zz2kml,NCAA_D1,Pac-12,,https://wsucougars.com/sports/baseball,6,1
cmosun0e0005cqtlgaq1vqq45,West Virginia University,west-virginia-university,Morgantown,WV,,cmosun0eo005eqtlg60tq9pxa,NCAA_D1,,,https://wvusports.com/sports/baseball,9,1
cmou86a0n00lfqtjkf6uhpkzy,Western Carolina University,western-carolina-university,Cullowhee,NC,,cmou86a1d00lhqtjk2lctf0xy,NCAA_D1,SoCon,,https://catamountsports.com/sports/baseball,6,1
cmou825c800kcqtfoov9rimot,Western Illinois University,western-illinois-university,Macomb,IL,,cmou825cy00keqtfoh1a7v0yi,NCAA_D1,Ohio Valley,,https://goleathernecks.com/sports/baseball,4,1
cmou74gg300dlqtboxjrli6hd,Western Kentucky University,western-kentucky-university,Bowling Green,KY,,cmou74ggv00dnqtbo8qnjt772,NCAA_D1,Conference USA,,https://wkusports.com/sports/baseball,5,1
cmou7sktc00glqtag4fw8487m,Western Michigan University,western-michigan-university,Kalamazoo,MI,,cmou7sku100gnqtagdyo59rxn,NCAA_D1,MAC,,https://wmubroncos.com/sports/baseball,5,1
cmou57emf008cqtdwbx84cqra,Wichita State University,wichita-state-university,Wichita,KS,,cmou57en3008eqtdwv2nmtif8,NCAA_D1,,,https://goshockers.com/sports/baseball,8,1
cmou72rni00coqtt8wk6kqq0s,William & Mary,william-and-mary,Williamsburg,VA,,cmou72ro800cqqtt8a63rkwmi,NCAA_D1,CAA,,https://tribeathletics.com/sports/baseball,5,1
cmorihv3g000cqth80t0ywnkz,Winthrop University,winthrop-university,Rock Hill,SC,,cmorihv44000eqth8uy202g1u,NCAA_D1,,,https://winthropeagles.com/sports/baseball,5,1
cmorihv200009qth8tpbw4u9n,Wofford College,wofford-college,Spartanburg,SC,,cmorihv2r000bqth8jevenygj,NCAA_D1,SoCon,,https://woffordterriers.com/sports/baseball,5,1
cmou7aqjy00doqt44d0xwv16o,Wright State University,wright-state-university,Dayton,OH,,cmou7aqkp00dqqt444juv136m,NCAA_D1,Horizon League,,https://wsuraiders.com/sports/baseball,5,1
cmou6bado00b3qticrimagx0v,Xavier University,xavier-university,Cincinnati,OH,,cmou6baee00b5qtic8uzfufb4,NCAA_D1,,,https://goxavier.com/sports/baseball,6,1
cmou7ekwq00eoqtx8hjslnjkg,Yale University,yale-university,New Haven,CT,,cmou7ekxf00eqqtx8xz654fgj,NCAA_D1,Ivy League,,https://yalebulldogs.com/sports/baseball,4,1
cmou7aqoh00dxqt44fbtxgn7d,Youngstown State University,youngstown-state-university,Youngstown,OH,,cmou7aqp900dzqt44qrllpw9b,NCAA_D1,Horizon League,,https://ysusports.com/sports/baseball,4,1
